2022-07-07 18:13:32,918 INFO , Cnt, 0, V, 13.497, Cur, [0.0, 0.318, 0.546, 0.584, 0.592, 0.594, 0.6, 0.601, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.606, 0.606, 0.606, 0.606, 0.606, 0.607, 0.607, 0.607, 0.607, 0.607, 0.607, 0.607, 0.607, 0.607, 0.607] 
2022-07-07 18:13:56,498 INFO , Cnt, 1, V, 13.494, Cur, [0.0, 0.549, 0.546, 0.584, 0.6, 0.6, 0.587, 0.6, 0.6, 0.6, 0.6, 0.601, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605] 
2022-07-07 18:14:20,088 INFO , Cnt, 2, V, 13.494, Cur, [0.0, 0.318, 0.545, 0.584, 0.586, 0.589, 0.6, 0.6, 0.6, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605, 0.605] 
2022-07-07 18:14:43,675 INFO , Cnt, 3, V, 13.494, Cur, [0.0, 0.321, 0.545, 0.582, 0.598, 0.589, 0.586, 0.6, 0.6, 0.6, 0.601, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:15:07,305 INFO , Cnt, 4, V, 13.494, Cur, [0.0, 0.318, 0.543, 0.6, 0.598, 0.596, 0.588, 0.6, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.601, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:15:30,861 INFO , Cnt, 5, V, 13.494, Cur, [0.0, 0.318, 0.544, 0.584, 0.583, 0.593, 0.585, 0.6, 0.601, 0.601, 0.601, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:15:54,668 INFO , Cnt, 6, V, 13.494, Cur, [0.0, 0.318, 0.546, 0.584, 0.598, 0.594, 0.597, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.601, 0.601, 0.601, 0.601, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:16:18,235 INFO , Cnt, 7, V, 13.494, Cur, [0.0, 0.318, 0.545, 0.583, 0.6, 0.598, 0.588, 0.6, 0.6, 0.601, 0.601, 0.602, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:16:41,801 INFO , Cnt, 8, V, 13.494, Cur, [0.0, 0.318, 0.545, 0.584, 0.588, 0.597, 0.584, 0.6, 0.6, 0.6, 0.6, 0.601, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
2022-07-07 18:17:05,394 INFO , Cnt, 9, V, 13.494, Cur, [0.0, 0.318, 0.545, 0.584, 0.594, 0.6, 0.592, 0.6, 0.601, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.602, 0.603, 0.603, 0.603, 0.603, 0.603, 0.603, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604, 0.604] 
